Alter_Besucher,Einkommen_Besucher,Geschlecht_Besucher,Zeit_Besucher,KundeNr,Alter_Kunden,Einkommen_Kunden,Preis,Geschlecht_Kunden,Zeit_Kunden,Niederlassung
,,,,K0257,64.0,78797.0,109839.35,männlich,65.0,Bayern
,,,,K0291,59.0,59443.0,99016.21,weiblich,46.0,Baden-Württemberg
,,,,K0293,57.0,56668.0,95820.3,weiblich,37.0,Brandenburg
,,,,K0003,44.0,48195.0,85705.57,männlich,29.0,Hessen
,,,,K0007,48.0,44481.0,63604.43,männlich,30.0,Nordrhein-Westfalen
,,,,K0902,40.0,50097.0,73036.86,weiblich,38.0,Hamburg
,,,,K0391,69.0,74462.0,110415.92,männlich,36.0,Berlin
,,,,K1085,69.0,88545.0,130019.9,männlich,58.0,Bayern
,,,,K0319,60.0,89512.0,145466.52,männlich,59.0,Nordrhein-Westfalen
,,,,K0886,31.0,37149.0,65317.0,männlich,29.0,Hamburg
,,,,K0963,66.0,77961.0,121393.97,weiblich,40.0,Niedersachsen
,,,,K0883,31.0,56282.0,81611.9,weiblich,43.0,Thüringen
,,,,K0216,61.0,72965.0,117298.71,weiblich,52.0,Bayern
,,,,K0266,45.0,82896.0,116749.66,männlich,53.0,Thüringen
,,,,K0534,38.0,44329.0,48028.91,weiblich,29.0,Hessen
,,,,K0874,65.0,80375.0,121858.27,männlich,64.0,Niedersachsen
,,,,K0597,30.0,55132.0,74760.4,weiblich,55.0,Nordrhein-Westfalen
,,,,K0446,41.0,53816.0,68749.31,männlich,34.0,Baden-Württemberg
,,,,K1100,61.0,82624.0,134755.8,männlich,59.0,Berlin
,,,,K0763,55.0,75863.0,96369.11,männlich,60.0,Hessen
,,,,K0658,46.0,67111.0,93112.35,männlich,55.0,Hessen
,,,,K0300,57.0,78848.0,122846.97,männlich,59.0,Sachsen
,,,,K0799,68.0,66119.0,107741.21,weiblich,59.0,Brandenburg
,,,,K0617,57.0,73224.0,94361.83,männlich,49.0,Berlin
,,,,K0368,35.0,20317.0,60372.24,weiblich,24.0,Hessen
,,,,K0894,44.0,42754.0,69418.9,weiblich,35.0,Berlin
,,,,K0347,43.0,33444.0,63707.22,männlich,36.0,Nordrhein-Westfalen
,,,,K0429,30.0,47328.0,72459.7,weiblich,45.0,Nordrhein-Westfalen
,,,,K0705,63.0,88113.0,123910.94,männlich,72.0,Baden-Württemberg
,,,,K0026,54.0,53037.0,88479.15,männlich,44.0,Nordrhein-Westfalen
,,,,K0425,60.0,94859.0,138156.74,männlich,61.0,Hessen
,,,,K0975,60.0,66507.0,103384.25,männlich,41.0,Niedersachsen
,,,,K1011,65.0,45863.0,88037.39,weiblich,47.0,Brandenburg
,,,,K0980,37.0,28037.0,37558.95,weiblich,24.0,Brandenburg
,,,,K0107,69.0,89976.0,129284.1,männlich,71.0,Bayern
,,,,K0056,33.0,69142.0,107174.44,männlich,52.0,Hessen
,,,,K0381,66.0,86491.0,127825.69,männlich,59.0,Nordrhein-Westfalen
,,,,K0214,48.0,66286.0,88275.44,männlich,38.0,Niedersachsen
,,,,K0121,56.0,67292.0,90615.29,männlich,54.0,Bayern
,,,,K0881,52.0,43463.0,57784.07,männlich,26.0,Brandenburg
,,,,K0553,36.0,57337.0,95615.03,weiblich,53.0,Berlin
,,,,K0073,53.0,54940.0,82628.47,männlich,45.0,Berlin
,,,,K0629,42.0,44277.0,67064.45,männlich,39.0,Nordrhein-Westfalen
,,,,K0353,31.0,38149.0,46875.9,männlich,43.0,Nordrhein-Westfalen
,,,,K0508,38.0,57891.0,73104.4,männlich,38.0,Bayern
,,,,K0850,44.0,56488.0,99913.03,männlich,39.0,Bayern
,,,,K0627,57.0,66341.0,85104.71,weiblich,38.0,Nordrhein-Westfalen
,,,,K0443,62.0,79285.0,121004.55,männlich,49.0,Nordrhein-Westfalen
,,,,K0307,53.0,62592.0,93932.46,männlich,48.0,Baden-Württemberg
,,,,K0352,63.0,60374.0,92221.35,männlich,38.0,Baden-Württemberg
,,,,K0775,44.0,63671.0,102706.73,weiblich,48.0,Nordrhein-Westfalen
,,,,K0524,68.0,69381.0,102303.37,männlich,45.0,Berlin
,,,,K0696,66.0,74011.0,116589.56,männlich,56.0,Baden-Württemberg
,,,,K1069,51.0,63650.0,95477.5,männlich,54.0,Baden-Württemberg
,,,,K0579,62.0,73034.0,104459.86,männlich,38.0,Thüringen
,,,,K0309,60.0,51150.0,94420.15,männlich,38.0,Baden-Württemberg
,,,,K0478,38.0,45935.0,76303.93,weiblich,49.0,Brandenburg
,,,,K0061,39.0,45873.0,75731.69,männlich,47.0,Hessen
,,,,K0606,37.0,38116.0,77480.16,weiblich,29.0,Nordrhein-Westfalen
,,,,K0093,34.0,52606.0,83864.29,männlich,42.0,Bayern
,,,,K0719,33.0,35069.0,43110.27,weiblich,29.0,Berlin
,,,,K0923,43.0,56948.0,67634.12,männlich,35.0,Berlin
,,,,K0783,31.0,30362.0,34904.28,weiblich,31.0,Niedersachsen
,,,,K0281,51.0,68806.0,98128.97,weiblich,61.0,Sachsen
,,,,K0825,62.0,86770.0,112809.13,männlich,63.0,Berlin
,,,,K0424,63.0,83693.0,119357.7,männlich,70.0,Bayern
,,,,K0345,37.0,56641.0,59783.06,weiblich,50.0,Bayern
,,,,K0183,61.0,60160.0,100767.22,männlich,53.0,Baden-Württemberg
,,,,K0544,34.0,46577.0,71156.2,männlich,30.0,Hessen
,,,,K0838,60.0,62903.0,125573.59,männlich,47.0,Brandenburg
,,,,K0111,30.0,34125.0,46414.4,männlich,30.0,Nordrhein-Westfalen
,,,,K0405,43.0,50963.0,76275.31,weiblich,34.0,Thüringen
,,,,K0598,32.0,38008.0,59823.29,männlich,17.0,Berlin
,,,,K0533,41.0,53363.0,75926.68,männlich,38.0,Brandenburg
,,,,K0486,53.0,47966.0,73902.32,männlich,39.0,Nordrhein-Westfalen
,,,,K0742,32.0,45461.0,69182.41,männlich,36.0,Niedersachsen
,,,,K0928,47.0,55494.0,83850.57,weiblich,38.0,Baden-Württemberg
,,,,K0262,47.0,55524.0,67983.37,weiblich,41.0,Bayern
,,,,K0495,70.0,67872.0,114545.55,weiblich,44.0,Baden-Württemberg
,,,,K0550,30.0,54381.0,83223.78,männlich,42.0,Thüringen
,,,,K0727,63.0,66597.0,83837.24,weiblich,40.0,Baden-Württemberg
,,,,K1003,55.0,60489.0,105741.8,männlich,47.0,Bayern
,,,,K0138,42.0,53324.0,79456.84,männlich,38.0,Baden-Württemberg
,,,,K0596,60.0,60911.0,97769.6,weiblich,52.0,Baden-Württemberg
,,,,K0363,62.0,74323.0,103270.9,männlich,46.0,Berlin
,,,,K0896,67.0,73888.0,111202.84,männlich,51.0,Baden-Württemberg
,,,,K0653,64.0,72974.0,106325.73,männlich,36.0,Thüringen
,,,,K0667,39.0,39225.0,83313.68,männlich,29.0,Niedersachsen
,,,,K0671,50.0,57036.0,95823.72,männlich,40.0,Hessen
,,,,K0030,44.0,52043.0,72895.13,männlich,42.0,Sachsen
,,,,K0166,53.0,49798.0,61329.51,weiblich,39.0,Nordrhein-Westfalen
,,,,K0249,62.0,96569.0,140745.65,weiblich,80.0,Bayern
,,,,K0308,58.0,59308.0,73667.3,weiblich,50.0,Hamburg
,,,,K0785,43.0,50456.0,88108.0,männlich,34.0,Bayern
,,,,K0669,48.0,61627.0,82405.97,männlich,53.0,Nordrhein-Westfalen
,,,,K0337,64.0,63436.0,95562.13,weiblich,45.0,Baden-Württemberg
,,,,K0868,30.0,55391.0,61951.79,weiblich,39.0,Brandenburg
,,,,K0765,38.0,54535.0,79772.26,männlich,49.0,Nordrhein-Westfalen
,,,,K0452,58.0,49680.0,77792.44,weiblich,43.0,Sachsen
,,,,K0410,41.0,39800.0,79421.65,männlich,45.0,Niedersachsen
,,,,K0675,42.0,41390.0,58786.52,männlich,34.0,Hamburg
,,,,K0583,50.0,69342.0,115292.51,weiblich,42.0,Niedersachsen
,,,,K0066,37.0,66398.0,101131.52,männlich,46.0,Nordrhein-Westfalen
,,,,K0491,42.0,59171.0,85183.22,männlich,52.0,Baden-Württemberg
,,,,K0984,41.0,42509.0,61738.05,weiblich,37.0,Baden-Württemberg
,,,,K0395,34.0,24811.0,57541.73,männlich,12.0,Hamburg
,,,,K0255,69.0,76932.0,133380.54,männlich,48.0,Bayern
,,,,K0800,51.0,48813.0,52577.91,weiblich,28.0,Sachsen
,,,,K0313,61.0,49390.0,85180.08,weiblich,33.0,Thüringen
,,,,K0888,30.0,50998.0,95539.65,männlich,38.0,Baden-Württemberg
,,,,K0222,47.0,55841.0,70169.26,männlich,60.0,Baden-Württemberg
,,,,K0236,30.0,24933.0,40285.18,weiblich,26.0,Hamburg
,,,,K0436,57.0,58882.0,80802.02,männlich,48.0,Berlin
,,,,K0602,41.0,49499.0,77389.91,männlich,34.0,Hamburg
,,,,K0306,66.0,82969.0,138621.96,weiblich,62.0,Hessen
,,,,K0479,53.0,44034.0,69020.15,männlich,40.0,Hamburg
,,,,K0650,62.0,65422.0,113261.61,männlich,48.0,Bayern
,,,,K1049,56.0,84320.0,104544.82,männlich,62.0,Baden-Württemberg
,,,,K0250,53.0,63121.0,82460.27,weiblich,49.0,Nordrhein-Westfalen
,,,,K1038,39.0,40699.0,66612.75,männlich,34.0,Niedersachsen
,,,,K0584,45.0,45230.0,91201.91,weiblich,32.0,Nordrhein-Westfalen
,,,,K0072,47.0,56068.0,88529.55,männlich,52.0,Hamburg
,,,,K0095,70.0,94606.0,139830.32,männlich,58.0,Berlin
,,,,K0034,50.0,47571.0,83365.24,weiblich,39.0,Baden-Württemberg
,,,,K0722,39.0,54801.0,84900.44,weiblich,42.0,Baden-Württemberg
,,,,K0260,54.0,55785.0,90085.01,männlich,38.0,Berlin
,,,,K0205,35.0,32553.0,66814.09,weiblich,19.0,Nordrhein-Westfalen
,,,,K0778,55.0,65084.0,104045.73,männlich,38.0,Baden-Württemberg
,,,,K0694,52.0,61228.0,81411.98,weiblich,55.0,Nordrhein-Westfalen
,,,,K0768,59.0,78492.0,122336.16,männlich,56.0,Berlin
,,,,K0078,44.0,46659.0,87048.58,männlich,36.0,Bayern
,,,,K0085,37.0,48042.0,54313.59,männlich,36.0,Nordrhein-Westfalen
,,,,K1064,36.0,60066.0,78126.13,männlich,36.0,Baden-Württemberg
,,,,K0083,53.0,58050.0,78625.3,männlich,37.0,Niedersachsen
,,,,K0828,35.0,48079.0,65670.65,weiblich,39.0,Niedersachsen
,,,,K0527,34.0,29899.0,45878.08,weiblich,24.0,Bayern
,,,,K0679,61.0,56063.0,98148.54,männlich,44.0,Berlin-Mitte
,,,,K0922,48.0,34459.0,44237.57,männlich,43.0,Hessen
,,,,K0434,45.0,47515.0,66554.21,weiblich,40.0,Niedersachsen
,,,,K0428,61.0,68022.0,77134.04,männlich,67.0,Nordrhein-Westfalen
,,,,K0536,46.0,54548.0,100672.01,männlich,58.0,Nordrhein-Westfalen
,,,,K0351,57.0,65801.0,110519.86,weiblich,41.0,Niedersachsen
,,,,K0951,36.0,36269.0,49092.44,weiblich,37.0,Nordrhein-Westfalen
,,,,K0006,68.0,93315.0,141822.38,männlich,69.0,Baden-Württemberg
,,,,K0311,62.0,100769.0,125018.41,weiblich,71.0,Niedersachsen
,,,,K0549,37.0,55129.0,73887.77,männlich,53.0,Nordrhein-Westfalen
,,,,K0105,66.0,62843.0,113812.63,männlich,53.0,Berlin
,,,,K0098,38.0,47861.0,66834.88,weiblich,37.0,Hessen
,,,,K0605,45.0,46099.0,84552.86,weiblich,41.0,Sachsen
,,,,K0869,55.0,64604.0,69621.64,weiblich,38.0,Berlin
,,,,K0315,62.0,81002.0,115409.9,männlich,54.0,Bayern
,,,,K0514,45.0,46082.0,78379.94,weiblich,34.0,Hamburg
,,,,K1059,58.0,75531.0,94646.93,männlich,50.0,Niedersachsen
,,,,K0063,43.0,37376.0,63383.29,männlich,42.0,Hessen
,,,,K0282,51.0,57821.0,93565.3,männlich,43.0,Nordrhein-Westfalen
,,,,K0723,46.0,44038.0,72625.61,männlich,34.0,Hessen
,,,,K0267,70.0,84497.0,116193.41,männlich,69.0,Baden-Württemberg
,,,,K0561,56.0,55688.0,94116.03,weiblich,49.0,Nordrhein-Westfalen
,,,,K0239,66.0,65063.0,106463.24,männlich,56.0,Nordrhein-Westfalen
,,,,K0430,34.0,53286.0,57023.34,männlich,40.0,Bayern
,,,,K0146,57.0,42006.0,50508.57,weiblich,32.0,Hessen
,,,,K1031,52.0,58873.0,80225.35,männlich,39.0,Bayern
,,,,K0651,63.0,73099.0,118236.17,männlich,51.0,Bayern
,,,,K0623,38.0,33873.0,56924.35,weiblich,28.0,Bayern
,,,,K0119,43.0,43130.0,61803.14,weiblich,35.0,Hessen
,,,,K0676,33.0,43936.0,78850.36,männlich,45.0,Berlin
,,,,K0515,34.0,39614.0,56174.25,männlich,26.0,Hessen
,,,,K0251,40.0,46710.0,77768.25,weiblich,38.0,Berlin
,,,,K1073,30.0,45508.0,64916.89,männlich,38.0,Bayern
,,,,K0286,37.0,38717.0,56575.12,weiblich,34.0,Bayern
,,,,K0546,66.0,98881.0,131352.24,männlich,64.0,Sachsen
,,,,K0010,40.0,43750.0,67687.0,männlich,28.0,Berlin
,,,,K0458,52.0,67475.0,93897.2,männlich,37.0,Niedersachsen
,,,,K0197,34.0,43470.0,70250.0,männlich,41.0,Nordrhein-Westfalen
,,,,K0731,40.0,39921.0,65687.09,männlich,45.0,Nordrhein-Westfalen
,,,,K0371,64.0,90952.0,116583.47,weiblich,61.0,Nordrhein-Westfalen
,,,,K0082,38.0,46715.0,101650.7,männlich,50.0,Baden-Württemberg
,,,,K0390,54.0,75271.0,122250.09,männlich,60.0,Brandenburg
,,,,K0529,52.0,63079.0,100733.46,männlich,46.0,Hessen
,,,,K0590,48.0,63876.0,90833.08,männlich,51.0,Bayern
,,,,K1086,48.0,54835.0,73324.94,männlich,52.0,Brandenburg
,,,,K0993,49.0,69396.0,86666.48,weiblich,52.0,Berlin
,,,,K0240,61.0,79130.0,106664.4,männlich,49.0,Thüringen
,,,,K0414,50.0,32462.0,65554.28,männlich,30.0,Brandenburg
,,,,K0212,55.0,54760.0,86038.6,weiblich,45.0,Bayern
,,,,K0859,34.0,24264.0,22580.44,männlich,19.0,Berlin
,,,,K0701,68.0,59013.0,87209.72,weiblich,52.0,Nordrhein-Westfalen
,,,,K0576,42.0,52370.0,74270.35,weiblich,48.0,Bayern
,,,,K0228,52.0,90021.0,124563.89,männlich,64.0,Thüringen
,,,,K1019,58.0,80881.0,102290.11,männlich,33.0,Baden-Württemberg
,,,,K0621,56.0,68794.0,108744.79,männlich,57.0,Sachsen
,,,,K0487,52.0,53837.0,64750.35,männlich,22.0,Hamburg
,,,,K0948,35.0,48208.0,78096.44,männlich,50.0,Nordrhein-Westfalen
,,,,K0178,31.0,45328.0,68156.01,weiblich,39.0,Hessen
,,,,K1067,70.0,82041.0,106587.98,männlich,44.0,Baden-Württemberg
,,,,K0539,42.0,34792.0,71876.74,männlich,27.0,Niedersachsen
,,,,K0136,58.0,73853.0,97928.13,männlich,50.0,Baden-Württemberg
,,,,K0589,64.0,81163.0,124639.62,weiblich,60.0,Nordrhein-Westfalen
,,,,K0450,69.0,79059.0,115211.31,weiblich,53.0,Niedersachsen
,,,,K0808,39.0,39831.0,56301.97,männlich,41.0,Nordrhein-Westfalen
,,,,K1101,39.0,37905.0,61717.86,männlich,32.0,Hessen
,,,,K0008,52.0,60315.0,106359.99,männlich,40.0,Berlin
,,,,K0437,61.0,64831.0,113585.7,weiblich,35.0,Hessen
,,,,K0156,42.0,63657.0,84814.32,männlich,40.0,Hessen
,,,,K0708,44.0,14547.0,28960.3,männlich,29.0,Nordrhein-Westfalen
,,,,K0358,51.0,55866.0,84704.04,weiblich,35.0,Baden-Württemberg
,,,,K0645,55.0,56358.0,105656.62,weiblich,49.0,Hamburg
,,,,K0224,30.0,49623.0,65451.53,männlich,42.0,Nordrhein-Westfalen
,,,,K0330,46.0,67067.0,88579.71,männlich,45.0,Thüringen
,,,,K0594,43.0,49162.0,84864.12,weiblich,43.0,Thüringen
,,,,K0543,31.0,33788.0,67174.26,weiblich,28.0,Nordrhein-Westfalen
,,,,K0929,69.0,87922.0,120453.26,weiblich,54.0,Niedersachsen
,,,,K0555,33.0,51920.0,54310.26,weiblich,38.0,Baden-Württemberg
,,,,K0683,37.0,45690.0,64971.82,männlich,34.0,Baden-Württemberg
,,,,K0747,61.0,64150.0,91908.79,weiblich,47.0,Niedersachsen
,,,,K0845,31.0,19138.0,21471.65,weiblich,37.0,Sachsen
,,,,K0990,55.0,79452.0,117307.67,männlich,49.0,Bayern
,,,,K0697,50.0,42001.0,69941.72,männlich,29.0,Bayern
,,,,K1066,49.0,63355.0,111931.58,männlich,45.0,Berlin
,,,,K0704,67.0,73998.0,111198.78,männlich,55.0,Berlin
,,,,K0558,60.0,61297.0,89077.09,männlich,39.0,Baden-Württemberg
,,,,K0932,69.0,75241.0,128050.39,männlich,44.0,Nordrhein-Westfalen
,,,,K1051,56.0,79198.0,85437.96,männlich,54.0,Nordrhein-Westfalen
,,,,K0441,41.0,53509.0,90805.35,weiblich,37.0,Bayern
,,,,K1052,46.0,64863.0,101644.17,weiblich,45.0,Nordrhein-Westfalen
,,,,K0847,57.0,76586.0,104976.08,männlich,45.0,Hamburg
,,,,K0801,55.0,68214.0,75900.15,weiblich,47.0,Niedersachsen
,,,,K0164,66.0,67497.0,117195.91,männlich,55.0,Nordrhein-Westfalen
,,,,K0229,60.0,49925.0,84170.57,weiblich,39.0,Bayern
,,,,K0786,36.0,48447.0,90879.99,männlich,45.0,Brandenburg
,,,,K0873,40.0,46664.0,59309.97,männlich,36.0,Hessen
,,,,K0213,32.0,43819.0,57548.45,männlich,47.0,Sachsen
,,,,K0915,66.0,88070.0,129089.55,männlich,53.0,Bayern
,,,,K0080,54.0,54712.0,92084.38,männlich,35.0,Hessen
,,,,K0149,40.0,53774.0,90227.44,männlich,37.0,Bayern
,,,,K0303,35.0,44671.0,58157.49,männlich,34.0,Baden-Württemberg
,,,,K0761,63.0,47767.0,81512.67,weiblich,53.0,Hamburg
,,,,K0995,39.0,46774.0,93641.06,männlich,40.0,Nordrhein-Westfalen
,,,,K0738,33.0,52554.0,60796.8,weiblich,34.0,Niedersachsen
,,,,K0718,58.0,63385.0,93077.19,weiblich,41.0,Baden-Württemberg
,,,,K0044,49.0,63769.0,88665.28,männlich,41.0,Sachsen
,,,,K0969,39.0,36057.0,73098.28,männlich,32.0,Nordrhein-Westfalen
,,,,K0134,68.0,80664.0,122681.63,weiblich,63.0,Baden-Württemberg
,,,,K0666,66.0,62298.0,88092.7,männlich,53.0,Thüringen
,,,,K0746,58.0,48730.0,87338.42,männlich,34.0,Baden-Württemberg
,,,,K0600,52.0,60428.0,102443.11,weiblich,43.0,Berlin
,,,,K0312,50.0,53438.0,81140.06,männlich,50.0,Brandenburg
,,,,K0409,34.0,25640.0,59338.04,weiblich,27.0,Hamburg
,,,,K1077,52.0,59873.0,76854.89,männlich,39.0,Niedersachsen
,,,,K0970,34.0,47144.0,76527.76,männlich,50.0,Bayern
,,,,K0678,69.0,62333.0,123546.58,weiblich,32.0,Berlin
,,,,K0940,54.0,64833.0,93686.46,männlich,54.0,Bayern
,,,,K0979,58.0,68532.0,86666.09,weiblich,51.0,Hamburg
,,,,K0971,39.0,35523.0,54246.76,männlich,36.0,Baden-Württemberg
,,,,K0001,68.0,89437.0,114481.9,männlich,62.0,Sachsen
,,,,K0423,65.0,73513.0,119578.06,männlich,43.0,Baden-Württemberg
,,,,K0361,44.0,51181.0,83060.06,männlich,33.0,Niedersachsen
,,,,K0383,52.0,59011.0,88150.0,männlich,45.0,Berlin
,,,,K0317,47.0,60557.0,96808.99,weiblich,49.0,Nordrhein-Westfalen
,,,,K0926,54.0,43811.0,77794.39,männlich,45.0,Nordrhein-Westfalen
,,,,K0476,39.0,45332.0,77782.69,weiblich,24.0,Baden-Württemberg
,,,,K0846,49.0,56231.0,67307.08,weiblich,33.0,Nordrhein-Westfalen
,,,,K0965,62.0,67502.0,104564.5,männlich,43.0,Sachsen
,,,,K0530,58.0,64297.0,110338.33,männlich,56.0,Bayern
,,,,K0635,31.0,31976.0,45789.83,männlich,33.0,Nordrhein-Westfalen
,,,,K1065,46.0,46549.0,62984.61,weiblich,43.0,Berlin
,,,,K0141,51.0,56496.0,78599.02,männlich,49.0,Niedersachsen
,,,,K0173,68.0,57238.0,84306.46,männlich,54.0,Berlin
,,,,K0451,39.0,28981.0,67912.67,männlich,28.0,Berlin
,,,,K0126,42.0,49536.0,62506.44,weiblich,39.0,Bayern
,,,,K0542,56.0,61743.0,100812.37,männlich,41.0,Berlin
,,,,K0562,39.0,31451.0,41728.39,männlich,27.0,Sachsen
,,,,K0661,34.0,41276.0,53961.89,männlich,33.0,Sachsen
,,,,K1048,47.0,48752.0,78207.23,weiblich,38.0,Bayern
,,,,K0091,64.0,63338.0,92846.99,männlich,39.0,Bayern
,,,,K1070,57.0,68664.0,118552.48,weiblich,58.0,Niedersachsen
,,,,K0182,66.0,83118.0,113976.31,weiblich,67.0,Sachsen
,,,,K0364,37.0,54403.0,53690.36,weiblich,47.0,Brandenburg
,,,,K0559,48.0,58620.0,95311.77,männlich,52.0,Hessen
,,,,K0275,37.0,44398.0,57851.21,weiblich,39.0,Brandenburg
,,,,K0835,53.0,47554.0,85424.37,männlich,37.0,Niedersachsen
,,,,K0252,37.0,42600.0,65540.55,weiblich,25.0,Nordrhein-Westfalen
,,,,K0070,50.0,59505.0,78150.23,weiblich,37.0,Sachsen
,,,,K0292,62.0,47766.0,91150.03,männlich,47.0,Sachsen
,,,,K0132,66.0,73170.0,109500.77,weiblich,54.0,Baden-Württemberg
,,,,K0301,59.0,81225.0,111772.36,männlich,57.0,Nordrhein-Westfalen
,,,,K0567,42.0,47660.0,69281.41,weiblich,46.0,Baden-Württemberg
,,,,K0327,56.0,45484.0,68018.6,männlich,35.0,Bayern
,,,,K0848,40.0,33908.0,69238.65,männlich,45.0,Bayern
,,,,K0145,57.0,65311.0,87351.94,männlich,47.0,Nordrhein-Westfalen
,,,,K0500,51.0,59485.0,96388.95,weiblich,49.0,Nordrhein-Westfalen
,,,,K0905,41.0,50613.0,81875.89,männlich,35.0,Bayern
,,,,K1095,30.0,47053.0,85990.12,männlich,39.0,Bayern
,,,,K0496,59.0,69178.0,80282.57,männlich,48.0,Brandenburg
,,,,K0339,53.0,62497.0,95797.57,männlich,47.0,Bayern
,,,,K0804,42.0,58398.0,86430.54,männlich,38.0,Bayern
,,,,K0165,62.0,84681.0,115423.31,weiblich,50.0,Hamburg
,,,,K0029,45.0,47574.0,87328.47,männlich,33.0,Nordrhein-Westfalen
,,,,K0517,41.0,46486.0,79483.05,männlich,40.0,Baden-Württemberg
,,,,K0194,46.0,58938.0,78516.69,männlich,57.0,Nordrhein-Westfalen
,,,,K0693,46.0,37812.0,67614.67,männlich,39.0,Nordrhein-Westfalen
,,,,K0170,53.0,70392.0,89785.65,männlich,59.0,Bayern
,,,,K0599,45.0,45742.0,83874.88,weiblich,39.0,Thüringen
,,,,K0174,31.0,39454.0,65981.74,männlich,39.0,Bayern
,,,,K0519,50.0,57994.0,93543.59,männlich,49.0,Baden-Württemberg
,,,,K0853,67.0,79290.0,122565.05,männlich,46.0,Thüringen
,,,,K0592,47.0,45296.0,69529.36,weiblich,40.0,Sachsen
,,,,K0492,52.0,66942.0,90579.78,weiblich,50.0,Niedersachsen
,,,,K0074,55.0,63491.0,115135.5,männlich,39.0,Berlin
,,,,K0920,66.0,65032.0,96232.71,männlich,53.0,Nordrhein-Westfalen
,,,,K0235,31.0,60920.0,92362.74,weiblich,49.0,Bayern
,,,,K0215,49.0,67407.0,96728.92,männlich,49.0,Nordrhein-Westfalen
,,,,K0793,54.0,60464.0,79245.06,weiblich,55.0,Baden-Württemberg
,,,,K0133,52.0,80319.0,124885.27,weiblich,51.0,Baden-Württemberg
,,,,K0616,57.0,75502.0,112788.96,männlich,61.0,Baden-Württemberg
,,,,K0788,52.0,50014.0,86755.55,männlich,38.0,Berlin
,,,,K0186,48.0,31841.0,58334.15,männlich,28.0,Brandenburg
,,,,K0042,55.0,54161.0,104859.86,männlich,36.0,Nordrhein-Westfalen
,,,,K0109,56.0,74257.0,110427.22,weiblich,49.0,Baden-Württemberg
,,,,K0712,62.0,60595.0,101207.94,weiblich,36.0,Sachsen
,,,,K1093,67.0,89170.0,123408.48,männlich,76.0,Hamburg
,,,,K0875,42.0,45845.0,97820.78,männlich,42.0,Baden-Württemberg
,,,,K0484,68.0,89120.0,135200.0,weiblich,55.0,Berlin
,,,,K0469,33.0,49726.0,71847.89,männlich,41.0,Thüringen
,,,,K0025,51.0,50677.0,83785.2,weiblich,34.0,Niedersachsen
,,,,K0924,55.0,66128.0,117054.79,weiblich,43.0,Berlin
,,,,K0910,51.0,68102.0,101089.53,männlich,52.0,Nordrhein-Westfalen
,,,,K0895,53.0,80451.0,112949.61,männlich,58.0,Hamburg
,,,,K0908,30.0,30285.0,49774.03,männlich,22.0,Nordrhein-Westfalen
,,,,K0367,33.0,45996.0,70449.86,männlich,29.0,Brandenburg
,,,,K0794,66.0,78982.0,116107.59,männlich,45.0,Bayern
,,,,K0384,38.0,33666.0,50494.07,männlich,13.0,Nordrhein-Westfalen
,,,,K0455,60.0,70713.0,93794.62,weiblich,48.0,Brandenburg
,,,,K0265,64.0,79102.0,120716.52,männlich,54.0,Nordrhein-Westfalen
,,,,K0781,43.0,56035.0,83116.94,männlich,51.0,Bayern
,,,,K0818,70.0,90512.0,133444.42,männlich,56.0,Bayern
,,,,K0445,66.0,82404.0,113241.16,weiblich,55.0,Nordrhein-Westfalen
,,,,K0396,51.0,62402.0,106473.29,männlich,55.0,Nordrhein-Westfalen
,,,,K0177,46.0,62212.0,81404.44,männlich,42.0,Nordrhein-Westfalen
,,,,K0019,59.0,72303.0,101687.09,weiblich,44.0,Bayern
,,,,K0595,44.0,44135.0,90278.48,männlich,50.0,Sachsen
,,,,K0724,49.0,62203.0,85122.57,männlich,43.0,Hessen
,,,,K0062,65.0,65989.0,102710.38,männlich,44.0,Nordrhein-Westfalen
,,,,K0273,50.0,59828.0,87813.11,weiblich,46.0,Baden-Württemberg
,,,,K1037,38.0,47762.0,72194.21,männlich,39.0,Thüringen
,,,,K0279,62.0,56784.0,80874.62,weiblich,38.0,Niedersachsen
,,,,K0707,59.0,64556.0,115909.26,männlich,52.0,Bayern
,,,,K0369,61.0,72628.0,107586.29,weiblich,43.0,Niedersachsen
,,,,K0744,32.0,26860.0,37058.29,weiblich,26.0,Berlin
,,,,K0978,44.0,49072.0,68862.67,männlich,43.0,Bayern
,,,,K0823,35.0,48297.0,62369.93,männlich,37.0,Baden-Württemberg
,,,,K0548,48.0,60494.0,85749.76,männlich,39.0,Nordrhein-Westfalen
,,,,K0737,37.0,41869.0,62593.9,männlich,29.0,Bayern
,,,,K0756,30.0,45604.0,69872.12,männlich,35.0,Bayern
,,,,K0457,64.0,74222.0,108488.51,männlich,50.0,Bayern
,,,,K0394,68.0,72078.0,93935.85,männlich,51.0,Baden-Württemberg
,,,,K0831,59.0,65278.0,91121.52,männlich,42.0,Nordrhein-Westfalen
,,,,K1006,47.0,46708.0,70719.18,männlich,31.0,Nordrhein-Westfalen
,,,,K0376,48.0,47062.0,79825.38,weiblich,34.0,Baden-Württemberg
,,,,K0413,55.0,66738.0,120215.5,männlich,52.0,Düsseldorf
,,,,K0075,54.0,56229.0,97038.57,weiblich,40.0,Nordrhein-Westfalen
,,,,K1033,69.0,76330.0,120784.01,männlich,47.0,Sachsen
,,,,K0501,42.0,53660.0,77862.18,männlich,37.0,Bayern
