KundeNr,Alter,Geschlecht,Zeit,Einkommen,Preis,Niederlassung
K0559,48,1,"52,0","58620,0","95311,77",Hessen
K0275,37,0,"39,0","44398,0","57851,21",Brandenburg
K0835,53,1,"37,0","47554,0","85424,37",Niedersachsen
K0252,37,0,"25,0","42600,0","65540,55",Nordrhein-Westfalen
K0070,50,0,"37,0","59505,0","78150,23",Sachsen
K0292,62,1,"47,0","47766,0","91150,03",Sachsen
K0132,66,0,"54,0","73170,0","109500,77",Baden-Württemberg
K0301,59,1,"57,0","81225,0","111772,36",Nordrhein-Westfalen
K0567,42,0,"46,0","47660,0","69281,41",Baden-Württemberg
K0327,56,1,"35,0","45484,0","68018,6",Bayern
K0848,40,1,"45,0","33908,0","69238,65",Bayern
K0145,57,1,"47,0","65311,0","87351,94",Nordrhein-Westfalen
K0500,51,0,"49,0","59485,0","96388,95",Nordrhein-Westfalen
K0905,41,1,"35,0","50613,0","81875,89",Bayern
K1095,30,1,"39,0","47053,0","85990,12",Bayern
K0496,59,1,"48,0","69178,0","80282,57",Brandenburg
K0339,53,1,"47,0","62497,0","95797,57",Bayern
K0804,42,1,"38,0","58398,0","86430,54",Bayern
K0165,62,0,"50,0","84681,0","115423,31",Hamburg
K0029,45,1,"33,0","47574,0","87328,47",Nordrhein-Westfalen
K0517,41,1,"40,0","46486,0","79483,05",Baden-Württemberg
K0194,46,1,"57,0","58938,0","78516,69",Nordrhein-Westfalen
K0693,46,1,"39,0","37812,0","67614,67",Nordrhein-Westfalen
K0170,53,1,"59,0","70392,0","89785,65",Bayern
K0599,45,0,"39,0","45742,0","83874,88",Thüringen
K0174,31,1,"39,0","39454,0","65981,74",Bayern
K0519,50,1,"49,0","57994,0","93543,59",Baden-Württemberg
K0853,67,1,"46,0","79290,0","122565,05",Thüringen
K0592,47,0,"40,0","45296,0","69529,36",Sachsen
K0492,52,0,"50,0","66942,0","90579,78",Niedersachsen
K0074,55,1,"39,0","63491,0","115135,5",Berlin
K0920,66,1,"53,0","65032,0","96232,71",Nordrhein-Westfalen
K0235,31,0,"49,0","60920,0","92362,74",Bayern
K0215,49,1,"49,0","67407,0","96728,92",Nordrhein-Westfalen
K0793,54,0,"55,0","60464,0","79245,06",Baden-Württemberg
K0133,52,0,"51,0","80319,0","124885,27",Baden-Württemberg
K0616,57,1,"61,0","75502,0","112788,96",Baden-Württemberg
K0788,52,1,"38,0","50014,0","86755,55",Berlin
K0186,48,1,"28,0","31841,0","58334,15",Brandenburg
K0042,55,1,"36,0","54161,0","104859,86",Nordrhein-Westfalen
K0109,56,0,"49,0","74257,0","110427,22",Baden-Württemberg
K0712,62,0,"36,0","60595,0","101207,94",Sachsen
K1093,67,1,"76,0","89170,0","123408,48",Hamburg
K0875,42,1,"42,0","45845,0","97820,78",Baden-Württemberg
K0484,68,0,"55,0","89120,0","135200,0",Berlin
K0469,33,1,"41,0","49726,0","71847,89",Thüringen
K0025,51,0,"34,0","50677,0","83785,2",Niedersachsen
K0924,55,0,"43,0","66128,0","117054,79",Berlin
K0910,51,1,"52,0","68102,0","101089,53",Nordrhein-Westfalen
K0895,53,1,"58,0","80451,0","112949,61",Hamburg
K0908,30,1,"22,0","30285,0","49774,03",Nordrhein-Westfalen
K0367,33,1,"29,0","45996,0","70449,86",Brandenburg
K0794,66,1,"45,0","78982,0","116107,59",Bayern
K0384,38,1,"13,0","33666,0","50494,07",Nordrhein-Westfalen
K0455,60,0,"48,0","70713,0","93794,62",Brandenburg
K0265,64,1,"54,0","79102,0","120716,52",Nordrhein-Westfalen
K0781,43,1,"51,0","56035,0","83116,94",Bayern
K0818,70,1,"56,0","90512,0","133444,42",Bayern
K0445,66,0,"55,0","82404,0","113241,16",Nordrhein-Westfalen
K0396,51,1,"55,0","62402,0","106473,29",Nordrhein-Westfalen
K0177,46,1,"42,0","62212,0","81404,44",Nordrhein-Westfalen
K0019,59,0,"44,0","72303,0","101687,09",Bayern
K0595,44,1,"50,0","44135,0","90278,48",Sachsen
K0724,49,1,"43,0","62203,0","85122,57",Hessen
K0062,65,1,"44,0","65989,0","102710,38",Nordrhein-Westfalen
K0273,50,0,"46,0","59828,0","87813,11",Baden-Württemberg
K1037,38,1,"39,0","47762,0","72194,21",Thüringen
K0279,62,0,"38,0","56784,0","80874,62",Niedersachsen
K0707,59,1,"52,0","64556,0","115909,26",Bayern
K0369,61,0,"43,0","72628,0","107586,29",Niedersachsen
K0744,32,0,"26,0","26860,0","37058,29",Berlin
K0978,44,1,"43,0","49072,0","68862,67",Bayern
K0823,35,1,"37,0","48297,0","62369,93",Baden-Württemberg
K0548,48,1,"39,0","60494,0","85749,76",Nordrhein-Westfalen
K0737,37,1,"29,0","41869,0","62593,9",Bayern
K0756,30,1,"35,0","45604,0","69872,12",Bayern
K0457,64,1,"50,0","74222,0","108488,51",Bayern
K0394,68,1,"51,0","72078,0","93935,85",Baden-Württemberg
K0831,59,1,"42,0","65278,0","91121,52",Nordrhein-Westfalen
K1006,47,1,"31,0","46708,0","70719,18",Nordrhein-Westfalen
K0376,48,0,"34,0","47062,0","79825,38",Baden-Württemberg
K0413,55,1,"52,0","66738,0","120215,5",Düsseldorf
K0075,54,0,"40,0","56229,0","97038,57",Nordrhein-Westfalen
K1033,69,1,"47,0","76330,0","120784,01",Sachsen
K0501,42,1,"37,0","53660,0","77862,18",Bayern
K0674,30,0,"20,0","31727,0","62658,18",Berlin
K0115,32,1,"39,0","42406,0","45125,2",Nordrhein-Westfalen
K0418,59,1,"54,0","64816,0","102801,02",Baden-Württemberg
K0090,64,1,"62,0","83452,0","133180,7",Niedersachsen
K1057,53,1,"51,0","77106,0","111716,45",Nordrhein-Westfalen
K0499,54,1,"34,0","43162,0","81298,0",Niedersachsen
K0733,45,1,"33,0","42110,0","67204,52",Baden-Württemberg
K0740,33,1,"15,0","27264,0","49485,54",Brandenburg
K0012,65,0,"40,0","73235,0","115599,05",Baden-Württemberg
K0397,58,1,"48,0","70268,0","103403,43",Nordrhein-Westfalen
K0668,39,0,"32,0","35011,0","57408,01",Sachsen
K0946,69,1,"50,0","61320,0","113385,31",Hessen
K0043,31,1,"24,0","26047,0","63491,25",Baden-Württemberg
K0168,61,1,"45,0","76325,0","116425,9",Sachsen
K0417,62,1,"57,0","84673,0","118973,65",Brandenburg
K0577,57,0,"56,0","77726,0","125762,16",Thüringen
K0904,63,0,"70,0","80199,0","138366,29",Baden-Württemberg
K0427,48,0,"42,0","77759,0","130352,49",Baden-Württemberg
K0545,58,1,"49,0","63366,0","104762,36",Baden-Württemberg
K1034,44,0,"43,0","62396,0","94641,94",Niedersachsen
K1084,45,1,"42,0","45825,0","80681,1",Baden-Württemberg
K0844,35,1,"34,0","35242,0","63070,96",Baden-Württemberg
K0741,54,1,"53,0","72410,0","117491,52",Sachsen
K0258,54,0,"40,0","49596,0","68169,84",Hamburg
K0336,55,1,"46,0","50959,0","88240,21",Niedersachsen
K0016,51,1,"45,0","47883,0","90273,18",Berlin
K0758,70,0,"63,0","89117,0","128700,13",Baden-Württemberg
K0325,52,0,"45,0","66602,0","98756,07",Bayern
K0913,40,0,"35,0","56643,0","96334,06",Baden-Württemberg
K0906,64,1,"66,0","92461,0","105443,46",Nordrhein-Westfalen
K0223,69,1,"42,0","83089,0","136022,46",Bayern
K0180,57,0,"49,0","75347,0","111539,65",Berlin
K0100,41,0,"47,0","63780,0","90449,48",Niedersachsen
K0522,45,1,"45,0","38876,0","78038,11",Nordrhein-Westfalen
K0023,62,1,"50,0","75575,0","124516,56",Nordrhein-Westfalen
K0357,54,1,"36,0","51135,0","95898,4",Nordrhein-Westfalen
K0802,54,0,"54,0","71828,0","99915,01",Nordrhein-Westfalen
K1025,52,1,"43,0","58284,0","93481,79",Nordrhein-Westfalen
K0612,57,1,"46,0","62292,0","99289,0",Nordrhein-Westfalen
K1071,69,0,"55,0","85191,0","134143,64",Nordrhein-Westfalen
K0341,36,0,"33,0","28194,0","33483,78",Baden-Württemberg
K0432,45,0,"43,0","45178,0","70342,95",Sachsen
K0852,59,0,"58,0","70484,0","107496,17",Brandenburg
K0991,56,1,"59,0","79765,0","117216,16",Niedersachsen
K0204,38,1,"36,0","38681,0","65930,74",Nordrhein-Westfalen
K0760,55,0,"33,0","53760,0","93912,15",Bayern
K0094,68,0,"53,0","83716,0","125611,48",Bayern
K1039,55,0,"61,0","62026,0","79649,63",Baden-Württemberg
K0069,69,1,"42,0","71612,0","116360,51",Berlin
K0751,47,0,"39,0","60658,0","87172,44",Hessen
K0285,67,0,"65,0","87141,0","147149,94",Berlin
K1060,51,1,"54,0","66558,0","115445,45",Sachsen
K0435,31,0,"29,0","28390,0","59963,88",Baden-Württemberg
K0154,30,0,"34,0","14993,0","33678,17",Baden-Württemberg
K0076,70,0,"67,0","86939,0","132147,29",Hamburg
K0876,32,0,"34,0","43734,0","49055,81",Nordrhein-Westfalen
K0581,35,1,"35,0","39852,0","63972,97",Bayern
K0447,32,1,"18,0","30856,0","27934,83",Nordrhein-Westfalen
K0189,61,0,"49,0","73383,0","105062,59",Baden-Württemberg
K0272,43,1,"36,0","54023,0","67446,84",Sachsen
K0237,41,1,"46,0","62190,0","72016,19",Baden-Württemberg
K0488,61,0,"55,0","72690,0","101692,85",Hessen
K1068,49,1,"45,0","56341,0","83125,26",Baden-Württemberg
K0560,68,1,"59,0","76627,0","106279,31",Nordrhein-Westfalen
K0118,55,0,"51,0","51515,0","78247,78",Thüringen
K0884,42,0,"39,0","44684,0","87308,31",Baden-Württemberg
K0972,62,0,"48,0","79791,0","101275,87",Nordrhein-Westfalen
K0513,48,1,"42,0","67677,0","94002,32",Baden-Württemberg
K0634,54,1,"45,0","42499,0","75331,36",Sachsen
K0662,67,1,"63,0","94092,0","135212,01",Bayern
K0959,65,1,"45,0","59789,0","96988,98",Niedersachsen
K0715,59,1,"50,0","68591,0","85536,41",Berlin
K0127,61,1,"53,0","83098,0","116002,86",Baden-Württemberg
K0117,34,0,"39,0","39181,0","41898,43",Baden-Württemberg
K0474,50,1,"40,0","65573,0","99556,57",Bayern
K0829,35,1,"57,0","58918,0","82500,37",Nordrhein-Westfalen
K0058,47,1,"43,0","57101,0","79106,97",Sachsen
K0604,61,0,"34,0","63590,0","86929,76",Baden-Württemberg
K0810,70,1,"51,0","68456,0","111312,94",Nordrhein-Westfalen
K0657,57,1,"49,0","81401,0","113014,09",Bayern
K0759,41,1,"49,0","49301,0","68579,84",Nordrhein-Westfalen
K0106,64,1,"53,0","75171,0","112055,97",Nordrhein-Westfalen
K0636,39,1,"32,0","45869,0","80389,23",Baden-Württemberg
K0370,59,0,"31,0","55669,0","84097,56",Baden-Württemberg
K0269,62,1,"38,0","63275,0","110109,58",Bayern
K0656,35,0,"50,0","51440,0","76009,29",Nordrhein-Westfalen
K0047,37,1,"43,0","45467,0","75752,08",Niedersachsen
K0350,44,1,"34,0","47183,0","70636,85",Baden-Württemberg
K0196,53,1,"54,0","70100,0","107089,66",Hessen
K0103,52,1,"54,0","69175,0","103778,57",Hessen
K0992,34,0,"20,0","16069,0","36929,31",Nordrhein-Westfalen
K0947,68,1,"42,0","54974,0","83002,22",Nordrhein-Westfalen
K0916,43,1,"45,0","58063,0","93120,95",Baden-Württemberg
K0882,39,0,"45,0","42008,0","69244,54",Baden-Württemberg
K0264,31,0,"20,0","31826,0","61856,99",Baden-Württemberg
K1062,57,0,"57,0","66921,0","95988,37",Bayern
K0444,62,1,"58,0","84548,0","110128,73",Bayern
K0811,47,0,"46,0","69003,0","102390,57",Baden-Württemberg
K0878,35,1,"49,0","40901,0","66275,03",Sachsen
K0305,70,1,"60,0","84543,0","128417,08",Baden-Württemberg
K0342,65,0,"58,0","88138,0","123538,59",Baden-Württemberg
K1002,41,0,"28,0","38996,0","66237,4",Bayern
K0314,52,0,"45,0","68820,0","88926,82",Nordrhein-Westfalen
K0150,57,0,"53,0","57191,0","96831,38",Hessen
K0125,55,1,"51,0","67004,0","114150,05",Hamburg
K0937,52,1,"45,0","66760,0","103242,45",Bayern
K0977,53,1,"42,0","53504,0","98914,66",Nordrhein-Westfalen
K0665,66,0,"56,0","82882,0","127752,43",Nordrhein-Westfalen
K0051,65,0,"49,0","70352,0","92584,18",Sachsen
K0354,61,1,"44,0","65481,0","95229,38",Bayern
K1061,55,1,"34,0","51720,0","98714,27",Niedersachsen
K0143,31,0,"31,0","36296,0","35482,61",Nordrhein-Westfalen
K0471,58,0,"57,0","65705,0","102678,3",Sachsen
K0654,30,1,"24,0","23521,0","24543,56",Berlin
K0400,55,0,"57,0","67168,0","95526,72",Bayern
K0754,50,1,"43,0","59847,0","95607,73",Nordrhein-Westfalen
K0321,69,1,"41,0","69084,0","107414,81",Thüringen
K0020,67,0,"47,0","78468,0","123598,99",Baden-Württemberg
K0685,55,1,"54,0","77056,0","118343,37",Bayern
K0962,62,0,"59,0","80910,0","108522,61",Bayern
K0941,46,1,"47,0","46834,0","71854,37",Baden-Württemberg
K0999,37,1,"45,0","50552,0","83913,36",Hessen
K0408,59,1,"50,0","79812,0","112833,38",Sachsen
K0538,36,1,"31,0","41243,0","55677,0",Hamburg
K0953,44,1,"32,0","39771,0","72076,48",Baden-Württemberg
K0966,33,0,"44,0","57513,0","62722,06",Bayern
K0039,55,1,"52,0","61857,0","104214,07",Baden-Württemberg
K0176,66,0,"52,0","61785,0","108131,17",Sachsen
K0246,32,1,"33,0","40729,0","54787,08",Baden-Württemberg
K0985,31,1,"26,0","30097,0","59710,03",Hessen
K0803,46,1,"34,0","47322,0","73162,63",Baden-Württemberg
K0901,43,0,"27,0","35922,0","51533,78",Hessen
K1054,54,1,"66,0","85929,0","129836,57",Hessen
K0155,56,0,"47,0","73496,0","94040,73",Niedersachsen
K0639,62,0,"61,0","76582,0","124774,93",Bayern
K0663,32,1,"45,0","45882,0","78435,1",Baden-Württemberg
K0288,56,0,"60,0","58547,0","99077,0",Berlin
K0626,42,1,"50,0","56364,0","66173,96",Nordrhein-Westfalen
K0686,63,0,"44,0","66387,0","112799,7",Niedersachsen
K0880,34,1,"36,0","43401,0","58491,97",Baden-Württemberg
K0570,57,0,"46,0","40164,0","77779,65",Hessen
K0890,38,1,"51,0","35130,0","52189,58",Hessen
K0018,53,0,"41,0","55741,0","83296,61",Berlin
K0128,68,1,"42,0","93769,0","137923,28",Bayern
K0323,61,0,"47,0","67757,0","107610,75",Nordrhein-Westfalen
K0256,49,1,"28,0","35194,0","65668,36",Nordrhein-Westfalen
K0790,67,0,"66,0","91461,0","131748,07",Berlin
K1087,47,0,"30,0","40566,0","54913,08",Hamburg
K0191,61,1,"41,0","68606,0","99514,15",Bayern
K0116,30,1,"37,0","45256,0","62326,68",Bayern
K1081,58,0,"44,0","60549,0","95376,05",Nordrhein-Westfalen
K1013,34,1,"36,0","40849,0","60157,5",Bayern
K0607,67,1,"52,0","80824,0","132575,6",Baden-Württemberg
K0181,52,0,"35,0","63832,0","84810,82",Berlin
K0302,58,1,"32,0","48580,0","77722,17",Baden-Württemberg
K0907,64,0,"49,0","71888,0","108277,84",Baden-Württemberg
K0854,31,1,"30,0","29275,0","51628,74",Hessen
K0867,41,1,"39,0","39563,0","78550,75",Baden-Württemberg
K0821,55,1,"36,0","59442,0","88964,7",Sachsen
K0797,68,0,"54,0","67429,0","100668,95",Bayern
K0518,54,1,"51,0","71244,0","92301,85",Baden-Württemberg
K0373,45,1,"52,0","50903,0","79988,48",Baden-Württemberg
K0046,36,0,"50,0","69703,0","86119,52",Niedersachsen
K0477,66,1,"53,0","76920,0","113661,11",Hamburg
K0158,32,1,"53,0","52664,0","72598,33",Baden-Württemberg
K0891,46,1,"43,0","58260,0","104933,18",Bayern
K0172,41,0,"40,0","59921,0","111734,31",Nordrhein-Westfalen
K0017,31,1,"31,0","42377,0","69094,76",Bayern
K0512,60,0,"33,0","64260,0","95392,37",Hessen
K0049,43,1,"37,0","42342,0","66374,97",Thüringen
K0192,33,1,"28,0","30037,0","62787,47",Baden-Württemberg
K1000,52,1,"49,0","84942,0","110785,84",Nordrhein-Westfalen
K0516,64,0,"42,0","84143,0","106701,56",Bayern
K1102,39,1,"37,0","40159,0","67170,69",Niedersachsen
K0822,63,1,"48,0","71039,0","98163,51",Thüringen
K0481,64,0,"55,0","64626,0","113550,22",Sachsen
K0284,67,1,"54,0","93757,0","134096,72",Berlin
K0860,35,1,"57,0","52473,0","86012,47",Nordrhein-Westfalen
K0787,32,1,"38,0","47570,0","82420,11",Hessen
K0226,57,0,"52,0","73261,0","95081,32",Baden-Württemberg
K0027,56,1,"49,0","61920,0","94455,39",Nordrhein-Westfalen
K0933,43,0,"48,0","70080,0","94723,69",Baden-Württemberg
K0438,56,1,"50,0","74505,0","103566,8",Baden-Württemberg
K1075,42,1,"44,0","70246,0","94369,73",Sachsen
K0365,34,1,"26,0","24647,0","49746,45",Sachsen
K0230,59,0,"40,0","61009,0","103904,6",Baden-Württemberg
K0038,33,1,"25,0","41309,0","82824,09",Baden-Württemberg
K0670,46,1,"50,0","62109,0","79387,46",Nordrhein-Westfalen
K0750,34,1,"40,0","45499,0","58717,86",Nordrhein-Westfalen
K1088,30,1,"32,0","37341,0","41316,33",Bayern
K0375,59,1,"55,0","56937,0","109491,66",Berlin
K0470,40,0,"49,0","41023,0","59175,54",Nordrhein-Westfalen
K1089,43,1,"44,0","53520,0","94866,27",Sachsen
K0688,41,1,"27,0","31809,0","44588,0",Sachsen
K1012,33,1,"37,0","43075,0","60255,17",Nordrhein-Westfalen
K0842,53,1,"35,0","43943,0","71806,29",Niedersachsen
K0870,43,0,"42,0","48335,0","68096,85",Hessen
K0195,67,1,"43,0","72430,0","116130,92",Berlin
K1043,55,0,"41,0","52440,0","73482,49",Hessen
K1027,66,0,"44,0","79684,0","111685,27",Bayern
K0504,41,1,"35,0","49106,0","60659,78",Baden-Württemberg
K1090,31,0,"34,0","32891,0","59486,79",Bayern
K0988,65,0,"69,0","79806,0","124673,13",Berlin
K0580,67,0,"61,0","93933,0","124053,4",Baden-Württemberg
K0161,37,1,"38,0","45011,0","63758,96",Berlin
K0681,57,0,"41,0","68984,0","81325,05",Berlin
K1041,64,1,"45,0","70698,0","118855,24",Brandenburg
K0163,38,0,"33,0","49724,0","69448,24",Nordrhein-Westfalen
K0706,47,1,"49,0","51053,0","89354,82",Nordrhein-Westfalen
K1015,37,1,"49,0","66600,0","86748,87",Niedersachsen
K0153,62,1,"49,0","64538,0","113786,43",Baden-Württemberg
K0817,48,0,"38,0","48903,0","59895,32",Baden-Württemberg
K0866,49,1,"45,0","65479,0","92555,99",Sachsen
K0903,38,1,"39,0","61052,0","93849,29",Niedersachsen
K0112,64,0,"59,0","79138,0","114319,8",Nordrhein-Westfalen
K0227,54,1,"46,0","70130,0","127478,45",Hessen
K0824,66,1,"51,0","74400,0","114577,68",Bayern
K0104,53,1,"39,0","59879,0","92542,02",Niedersachsen
K0422,34,0,"27,0","39127,0","71127,46",Thüringen
K0420,52,1,"60,0","77055,0","121764,28",Baden-Württemberg
K0897,64,1,"76,0","91409,0","140161,07",Sachsen
K0587,66,0,"54,0","86787,0","127064,84",Hessen
K0931,68,1,"47,0","80968,0","135002,85",Sachsen
K0673,38,1,"40,0","45470,0","72615,51",Sachsen
K0120,68,1,"44,0","80444,0","131551,59",Thüringen
K0054,31,1,"31,0","33214,0","58416,51",Sachsen
K0152,68,0,"55,0","73781,0","120941,76",Baden-Württemberg
K0404,58,1,"42,0","54668,0","99426,78",Baden-Württemberg
K1103,48,0,"30,0","45545,0","75700,83",Berlin
K0208,32,0,"28,0","35961,0","42830,37",Niedersachsen
K0659,34,1,"32,0","43862,0","91438,09",Sachsen
K1005,69,1,"56,0","84021,0","133358,19",Baden-Württemberg
K0911,58,1,"43,0","48755,0","95736,22",Bayern
K0009,40,0,"42,0","50085,0","68956,52",Bayern
K0960,58,1,"47,0","67540,0","106543,4",Bayern
K0037,47,1,"41,0","63067,0","102867,75",Bayern
K0453,42,1,"45,0","47953,0","65155,0",Bayern
K0652,70,1,"60,0","86609,0","142906,55",Bayern
K0254,67,1,"41,0","53207,0","90531,33",Nordrhein-Westfalen
K0304,64,0,"66,0","82125,0","99958,46",Berlin
K0893,40,1,"37,0","40278,0","45917,71",Bayern
K0572,70,0,"43,0","80568,0","120515,75",Nordrhein-Westfalen
K0624,62,1,"52,0","70035,0","98348,59",Niedersachsen
K0849,33,1,"30,0","41209,0","56426,61",Baden-Württemberg
K1104,63,1,"49,0","80414,0","101554,64",Sachsen
K0851,35,1,"30,0","41525,0","75726,31",Bayern
K0263,47,1,"45,0","67211,0","84216,96",Thüringen
K0611,37,1,"32,0","48132,0","63544,0",Bayern
K0298,64,1,"47,0","72069,0","116154,84",Berlin
K0415,68,1,"60,0","59013,0","165482,31",Niedersachsen
K0151,54,0,"36,0","56914,0","83783,08",Berlin
K0939,62,0,"41,0","73197,0","115604,15",Hessen
K0779,57,1,"23,0","40366,0","58229,04",Berlin
K0641,47,1,"40,0","55970,0","76520,05",Sachsen
K1040,70,0,"64,0","73211,0","121272,09",Sachsen
K0551,51,1,"42,0","51743,0","91562,01",Baden-Württemberg
K0942,62,1,"48,0","75303,0","116978,57",Nordrhein-Westfalen
K0489,66,1,"48,0","64077,0","109821,52",Nordrhein-Westfalen
K0820,35,1,"33,0","35300,0","58384,57",Baden-Württemberg
K0711,67,1,"57,0","71177,0","112500,75",Baden-Württemberg
K0148,59,0,"68,0","79235,0","130383,85",Thüringen
K0147,49,1,"37,0","52215,0","87326,82",Niedersachsen
K0863,48,0,"54,0","54204,0","86153,64",Nordrhein-Westfalen
K0346,45,0,"41,0","40446,0","76851,18",Brandenburg
K0885,69,1,"74,0","79491,0","127058,7",Nordrhein-Westfalen
K1036,38,1,"35,0","46165,0","60325,44",Berlin
K0660,60,0,"41,0","56507,0","84172,64",Berlin
K0771,65,1,"42,0","69167,0","110950,37",Niedersachsen
K0349,52,1,"55,0","81387,0","91299,91",Hessen
K0464,39,1,"36,0","47664,0","71040,72",Berlin
K0326,31,0,"47,0","43389,0","52734,87",Sachsen
K0187,31,1,"35,0","39617,0","60089,79",Berlin
K0124,44,0,"47,0","52258,0","72060,58",Bayern
K1016,57,0,"58,0","76694,0","120681,69",Bayern
K0609,53,1,"49,0","66225,0","78191,01",Hessen
K0144,35,1,"51,0","56593,0","74955,3",Brandenburg
K0752,57,1,"41,0","60125,0","89090,25",Bayern
K1082,58,0,"37,0","56452,0","86683,9",Baden-Württemberg
K0198,63,1,"40,0","76247,0","103879,52",Niedersachsen
K0610,57,1,"63,0","81624,0","123507,46",Berlin
K0837,32,0,"44,0","55589,0","60798,72",Berlin
K0280,41,0,"44,0","28790,0","55293,51",Niedersachsen
K0294,62,0,"49,0","68397,0","92611,11",Hessen
K0989,65,0,"40,0","52291,0","83234,33",Sachsen
K0401,45,1,"25,0","46062,0","61105,39",Nordrhein-Westfalen
K0123,44,1,"43,0","57848,0","81081,18",Bayern
K0184,62,0,"51,0","73353,0","104733,83",Berlin
K0203,62,1,"55,0","75407,0","115505,36",Brandenburg
K0439,49,0,"35,0","63205,0","92627,74",Berlin
K0836,38,1,"34,0","46525,0","80802,74",Bayern
K0247,49,1,"51,0","73660,0","107200,27",Bayern
K0416,65,1,"51,0","72055,0","105462,29",Brandenburg
K0927,54,1,"38,0","55557,0","72637,98",Bayern
K0914,70,1,"60,0","77481,0","114318,99",Baden-Württemberg
K1050,63,1,"43,0","69742,0","94365,56",Berlin
K0918,64,1,"53,0","65754,0","95513,44",Hamburg
K0053,33,1,"35,0","47124,0","79603,78",Bayern
K0130,33,0,"32,0","37491,0","53138,58",Niedersachsen
K0638,34,0,"28,0","27982,0","31074,53",Bayern
K0403,51,1,"52,0","58438,0","90811,71",Baden-Württemberg
K0935,67,1,"53,0","69567,0","128522,22",Brandenburg
K0921,34,0,"34,0","23826,0","48808,86",Niedersachsen
K0736,45,1,"46,0","62178,0","85463,8",Baden-Württemberg
K0855,44,0,"47,0","68447,0","96292,93",Sachsen
K1053,53,1,"40,0","59694,0","91743,18",Sachsen
K0220,69,1,"63,0","74254,0","102553,46",Bayern
K0642,61,1,"65,0","74239,0","106676,91",Thüringen
K0002,58,1,"44,0","65271,0","106258,99",Nordrhein-Westfalen
K0899,60,0,"44,0","73978,0","109383,25",Baden-Württemberg
K1076,59,1,"52,0","80507,0","122494,92",Baden-Württemberg
K0081,36,0,"37,0","27831,0","38628,85",Bayern
K0625,49,1,"38,0","58030,0","102268,68",Nordrhein-Westfalen
K0997,67,0,"67,0","88160,0","116308,36",Hessen
K0909,69,0,"57,0","80988,0","130219,27",Baden-Württemberg
K0387,30,1,"44,0","40170,0","63566,56",Hessen
K1092,59,1,"38,0","63905,0","94428,01",Bayern
K0807,33,0,"36,0","41016,0","61945,93",Bayern
K0510,57,0,"35,0","57867,0","78941,48",Bayern
K0268,65,0,"64,0","73022,0","100337,77",Niedersachsen
K0973,67,1,"55,0","78366,0","109630,95",Nordrhein-Westfalen
K0442,64,1,"38,0","67455,0","116446,72",Nordrhein-Westfalen
K0497,46,1,"22,0","46352,0","76759,63",Bayern
K0830,33,1,"29,0","34894,0","60765,14",Baden-Württemberg
K0113,66,1,"59,0","70138,0","102407,29",Berlin
K0692,59,0,"34,0","61988,0","83817,23",Baden-Württemberg
K0233,45,1,"50,0","62886,0","91266,15",Nordrhein-Westfalen
K0472,65,0,"52,0","82579,0","119442,59",Nordrhein-Westfalen
K0608,41,0,"37,0","38158,0","49170,73",Nordrhein-Westfalen
K0672,43,0,"25,0","41643,0","68969,85",Berlin
K0374,42,1,"54,0","63339,0","90132,53",Nordrhein-Westfalen
K0827,50,1,"47,0","45848,0","48780,22",Hessen
K0664,52,1,"46,0","58625,0","113237,35",Sachsen
K1004,42,1,"43,0","41463,0","74976,67",Baden-Württemberg
K0234,55,1,"36,0","66624,0","94540,15",Hessen
K0819,66,1,"63,0","95730,0","138765,11",Nordrhein-Westfalen
K0936,62,1,"45,0","66385,0","110890,06",Hessen
K0677,30,1,"34,0","28784,0","42416,07",Berlin
K0318,54,1,"42,0","72215,0","117790,98",Sachsen
K0649,42,0,"38,0","55975,0","80767,86",Nordrhein-Westfalen
K0411,45,1,"41,0","60218,0","102902,04",Hamburg
K1044,40,0,"38,0","40385,0","60570,44",Baden-Württemberg
K0710,63,1,"47,0","58435,0","87561,26",Thüringen
K0359,51,1,"31,0","40228,0","64816,33",Hessen
K0259,64,1,"48,0","64196,0","107141,39",Bayern
K0745,56,0,"58,0","81045,0","125101,5",Berlin
K0628,58,1,"48,0","49747,0","77878,69",Hamburg
K0633,34,1,"57,0","65070,0","98105,63",Hamburg
K0283,59,0,"47,0","76842,0","94309,74",Baden-Württemberg
K0377,46,1,"36,0","40684,0","66968,71",Niedersachsen
K0385,41,1,"40,0","46713,0","49617,32",Bayern
K0225,40,1,"30,0","50730,0","69432,02",Baden-Württemberg
K1079,61,1,"47,0","59927,0","100903,48",Baden-Württemberg
K0967,51,1,"39,0","47827,0","71298,43",Thüringen
K0473,54,1,"42,0","60025,0","74740,62",Berlin
K0348,41,0,"52,0","62740,0","91641,0",Niedersachsen
K0506,48,1,"40,0","45333,0","65343,65",Hessen
K0640,30,0,"32,0","41029,0","70761,65",Hessen
K1099,32,0,"22,0","23753,0","40179,55",Bayern
K0798,46,1,"32,0","51329,0","77922,3",Thüringen
K0340,42,1,"42,0","48275,0","70990,88",Thüringen
K0556,65,1,"44,0","60136,0","116989,74",Hessen
K0620,65,1,"41,0","55071,0","90033,88",Niedersachsen
K1020,43,0,"36,0","52541,0","79916,64",Hessen
K0955,62,0,"56,0","79399,0","125617,3",Baden-Württemberg
K0646,54,1,"47,0","64748,0","104496,28",Bayern
K1008,62,0,"38,0","57795,0","85730,62",Niedersachsen
